medicare provider number,hospital name,street address,city,state,zip code,"hospital system or, if independent, ipps/cah",is hospital a critical access hospital (y/n)?,"hospital compare 5-star rating (october 2018, na=not available)",number of outpatient services,total private allowed amount for outpatient services ($ millions),simulated medicare allowed amount for outpatient services ($ millions),relative price for outpatient services,standardized price per outpatient service,number of inpatient stays,total private allowed amount for inpatient services ($ millions),simulated medicare allowed amount for inpatient services ($ millions),relative price for inpatient services,standardized price per inpatient stay,total private allowed amount for inpatient and outpatient services ($ millions),simulated medicare allowed amount for inpatient and outpatient services ($ millions),relative price for professional inpatient and outpatient services,relative price for inpatient facility services,relative price for outpatient facility services,relative price for inpatient and outpatient services,total private allowed amount for facility inpatient and outpatient services ($ millions),simulated medicare allowed amount for facility inpatient and outpatient services ($ millions),total private allowed amount for professional inpatient and outpatient services ($ millions),simulated medicare allowed amount for professional inpatient and outpatient services ($ millions),"hospital compare 5-star rating (october 2018, n/a = not available)",Total Discharges,Total Discharges.1,Total Discharges.2,Average Covered Charges,Average Covered Charges.1,Average Covered Charges.2,Average Total Payments,Average Total Payments.1,Average Total Payments.2,Average Medicare Payments,Average Medicare Payments.1,Average Medicare Payments.2,Average Estimated Total Submitted Charges,Average Estimated Total Submitted Charges.1,Average Estimated Total Submitted Charges.2,Average Medicare Allowed Amount,Average Medicare Allowed Amount.1,Average Medicare Allowed Amount.2,Average Medicare Payment Amount,Average Medicare Payment Amount.1,Average Medicare Payment Amount.2,Outlier Comprehensive APC Services,Outlier Comprehensive APC Services.1,Outlier Comprehensive APC Services.2,Average Medicare Outlier Amount,Average Medicare Outlier Amount.1,Average Medicare Outlier Amount.2,Revenue from sale of medical and surgical supplies to other than patients [other_income_supplies_nonpat],Revenue from sale of drugs to other than patients [other_income_drugs_nonpat],"Tuition (fees, sale of textbooks, uniforms, etc.) [other_income_tuition]","Revenue from gifts, flowers, coffee shops, and canteen [other_income_gifts]",Rental of vending machines [other_income_vending],Governmental appropriations [other_income_govt_approp],Revenues from State and local indigent care programs (2552-96 only) [revs_uncomp_stloc_indig_only96],Revenues related to SCHIP (2552-96 only) [revs_uncomp_schip_only96],"Restricted grants for Uncompensated care, Medicaid, and SCHIP (2552-96 only) [revs_uncomp_rstrgrants_only96]","Non-restricted grants for Uncompensated care, Medicaid, and SCHIP (2552-96 only) [revs_uncomp_nonrstrgrants_only96]",Charges for patients covered under state or local indigent care program [stloc_indigent_charges],State or local indigent care program cost [stloc_indigent_costs],Stand-alone SCHIP charges [schip_charges],Stand-alone SCHIP cost [schip_costs],"Inpatient days, Medicare skilled nursing facility swing beds [mdcr_snf_swingbed_inpat_days]","Inpatient days, skilled nursing facility swing beds [all_snf_swingbed_inpat_days]","Inpatient days, nursing facility swing beds [all_nf_swingbed_inpat_days]","Inpatient days, other specialty care units [all_oth_spec_care_inpat_days]","Inpatient days, coronary care unit [all_coronary_care_inpat_days]","Inpatient days, burn intensive care unit [all_burn_icu_inpat_days]","Inpatient days, surgical intensive care unit [all_surgical_ic_inpat_days]",Revenue from rental of living quarters [other_income_livingrental],Revenue from laundry and linen service [other_income_laundry],Parking lot receipts [other_income_parking],Rebates and refunds of expenses [other_income_rebates],Nursing and allied health managed care payment [mdcr_ipps_nurs_mgdcare_pymts],Net organ acquisition cost [mdcr_ipps_net_organ_cost],Cost of teaching physicians [mdcr_ipps_teach_phys_cost],Routine service other pass through costs [mdcr_ipps_routine_passthru_cost],medicare provider number.1
150088,St. Vincent Anderson,2015 Jackson St,Anderson,IN,46016,Ascension Health,N,3,1970,6.04,1.78,340,335.86,80,1.91,0.6,319,22618,7.94,2.37,126,338%,403%,335,7.37,1.92,0.57,0.46,,31.0,33.020833333333336,31.976744186046513,29893.61375,32061.163333333345,36846.63788906977,7652.562499999999,8216.169791666665,9208.007262418605,6639.8705357142835,6990.480624999999,8041.704775372093,38253.9487571301,29184.38355084112,18290.989949769384,8725.285113636362,5842.765781146092,3087.034394281211,7618.061704545453,4906.744479558787,2480.645463696313,0.0,0.0,0.8571428571428571,0.0,0.0,49.70373333333328,4614.9988997,12841.663604933334,11932.4931100475,,26093.57018174211,,939483.12548875,0.9999996013571428,1.0003411559125,426886.69942,2506822.14445,966707.6985337499,,,,,,,,,,,1485.2496458925,,157002.78761614286,13139.662212465768,,,,150088
150089,Ball Memorial Hospital,2401 University Ave,Muncie,IN,47303,"Indiana University
Health",N,3,1250,3.51,1.17,299,281.16,138,3.44,1.26,274,23143,6.95,2.43,124,298%,339%,286,6.46,2.04,0.49,0.39,,44.661764705882355,43.00735294117647,42.08904109589041,57835.92338235296,60085.86624999998,66035.98120897257,11708.50742647059,11948.981691176468,13338.932019417809,9711.201544117643,10074.898897058823,10963.784871534252,70201.92289368305,59229.03044505271,41089.66269658673,11989.327150404346,8883.349692643178,5660.414847567048,10798.462094469447,7840.368892726595,4842.80519099795,5.4,4.3,4.352941176470588,241.43672,250.79080241025605,240.29638477343062,,,,186964.0,75560.0,,825386.80321,,57714.48624,5071468.0,32201214.9423475,7346342.581090875,,,,,,3556.0,3743.7496602,,,,,,16209.0,20591.76399695889,,,,150089
150090,Franciscan Health- Dyer,24 Joliet St,Dyer,IN,46311,Franciscan Health,N,3,291,0.96,0.29,334,303.95,14,0.3,0.17,174,14708,1.25,0.46,116,208%,366.33359818,274,1.15,0.37,0.1,0.08,,31.62264150943396,30.78723404255319,28.97872340425532,39365.38339622642,44223.79829787234,43437.02591893617,9794.279245283018,10759.822127659572,10170.964459191488,8342.771698113207,9079.498085106381,8522.689107765955,57655.801508309676,46105.9260202496,30522.703635684946,12980.71673425469,8775.875334335029,5299.855346627601,11773.496688185713,7719.361636515774,4543.2032454009095,0.0,7.125,3.1578947368421053,0.0,513.9938854166662,218.63090455524735,,,486641.0,119130.499315,20125.99741,,112425.96281233335,9105.0,28788.664097999997,,925525.2238012501,313951.493557625,,,,,,,661.9999308185714,47.0,,,,,,108149.9857875,,,,150090
150091,Huntington Memorial Hospital,2001 Stults Rd,Huntington,IN,46750,"Parkview Health
System",N,4,312,0.97,0.21,467,421.51,23,0.39,0.14,291,24168,1.37,0.34,118,350.54565257,569%,397,1.27,0.26,0.1,0.08,,18.133333333333333,20.454545454545453,22.5,21578.716,26554.467272727274,23861.431787499998,7436.131333333335,8442.21181818182,7675.114557000001,6232.875333333333,6834.650909090909,6400.20202475,,22580.5776767404,20239.26377629512,,2802.250183486235,2541.5499761904757,,2227.84486238532,2016.8473571428574,,,0.0,,,0.0,445.09180322000003,298577.2,48329.930753399996,,38111.4982877,,283784.977055,,,,8222134.219913334,1764927.7378962222,85043.3690604,20364.123884375,,,,,,,,,5264.0,,10070.1975342,,,,,150091
150097,Major Hospital,2451 Intelliplex Dr,Shelbyville,IN,46176,Major Health Partners,N,3,1501,3.09,0.97,319,314.84,37,0.69,0.34,202,17786,3.78,1.31,119,213%,374%,288,3.49,1.07,0.29,0.24,,24.363636363636363,24.40625,29.703703703703702,23490.436363636363,22978.511250000003,24763.650830370374,7619.382121212122,7562.48,7632.950560259261,6312.184242424244,6280.312500000001,6525.753545703705,,31520.188290010825,18271.051725026486,,5600.684405907082,2838.2686890618174,,4642.602717464875,2303.8930420094625,,7.5,0.0,,584.53047333333,0.0,,,,,,,,,,,216816.89589,106584.96575,29558.999914500004,7966.4999786,,,,,,,,,,,,,,,,150097
150100,St. Vincent Evansville,3700 Washington Ave,Evansville,IN,47750,Ascension Health,N,3,3078,16.25,4.1,397,356.63,309,9.54,2.88,332,24077,25.8,6.98,142,372.18360875,461%,370,23.94,5.66,1.86,1.31,,40.11851851851852,39.037593984962406,38.846774193548384,45736.681629629624,45330.131127819564,50697.741059483866,10706.964962962958,10512.334436090225,11299.918879637087,9129.889333333329,8949.431879699252,9956.727260201607,45909.56160901723,49437.10709695008,34359.98101405368,11203.313872918417,8977.370749136602,5540.77004380969,10076.870655054687,7920.90607706066,4778.880562024396,4.7,6.384615384615385,3.4347826086956523,216.66260552631502,383.61371282051226,238.95320180500607,2187.665951223333,46542.31938025,18926.995487499997,,,,655888.343625,,,,761565.1517766666,222635.61358633335,,,,,,6591.3729669625,1699.6243279374996,38.4999908205,,,162294.27254033333,,66.99998402599999,23642.787110262,,,2002.99952245,150100
150101,Whitley Memorial Hospital,1260 E Sr 205,Columbia City,IN,46725,"Parkview Health
System",N,4,284,0.67,0.14,494,446.39,11,0.14,0.06,240,16794,0.81,0.19,146,259%,592%,416,0.75,0.16,0.06,0.04,,15.285714285714286,16.1,20.125,16804.317142857144,17044.68,27152.940583749998,7646.444285714286,6645.312,9216.553281125,6446.418571428571,5406.778,7273.611613249999,,21986.3464312849,15063.910384454084,,2674.723340782125,2005.169612004485,,2102.344720670385,1586.6853141361253,,,0.0,,,0.0,849.9090592215272,480103.8494594736,17281.5,27369.665439333334,2852.999669061538,448637.98105,253888.99400675,,,,7908589.298447445,1872114.485630889,37540.798613,10343.59975172,,,,,658.99992432,,,713197.6688669,957.9999702419999,,3610.49993512,,,,,150101
150104,Witham Memorial Hospital,2605 N Lebanon St,Lebanon,IN,46052,"Witham Health
Services",N,4,1496,3.63,0.94,385,379.42,41,0.52,0.28,188,14977,4.15,1.22,131,208%,463%,340,3.79,0.94,0.36,0.28,,22.2,26.15,24.954545454545453,23855.8248,24035.5775,23414.702661818184,7533.772000000001,6999.5605,7232.4676336818175,6477.905199999999,5955.9955,6021.648788681818,27633.7857142857,30348.50067703405,17421.178813136677,5208.91142857142,9331.057011808365,4582.537375941023,4145.17428571428,8391.736817560728,3971.982733590965,,0.0,0.0,,0.0,0.0,,,,,,1730394.0,228752.9896405,,,,247584.65285399999,95566.666638,,,,,,,,,,,,,,,,,,150104
150109,Franciscan Health Lafayette,1701 S Creasy Ln,Lafayette,IN,47905,Franciscan Health,N,4,6772,22.14,8.18,271,250.65,752,19.81,6.71,295,23201,41.95,14.9,132,330%,302%,282,38.37,12.17,3.58,2.72,,38.43529411764706,45.36231884057971,43.38666666666666,53452.822235294116,57205.318550724645,57264.84784293333,11662.795058823529,11782.079565217387,11227.902116253334,10313.075999999997,10347.959130434785,9827.153748866667,60898.77492398682,51155.760352435165,42310.3570709437,12315.972441807471,8971.235611814602,6614.339951151762,11170.037968845087,7920.128023460654,5821.010829010913,9.8,7.0,2.6923076923076925,590.3771766666661,225.9887087164739,315.4194946745555,,,411212.66626100003,,30287.17938981818,,8439516.225666666,,,,4482258.423283334,1386102.5890333334,,,,,,3811.0432297826083,,,,,,57205.988013999995,332947.0045942857,415517.6205913333,,,2009378.8843800002,150109
150112,Columbus Regional Hospital,2400 E 17th St,Columbus,IN,47201,"Columbus Regional
Health",N,4,10337,31.45,9.36,336,327.03,942,15.65,6.93,226,17681,47.1,16.28,131,248%,388.91379354,289,43.04,13.19,4.06,3.1,,34.348837209302324,36.554054054054056,38.88,26582.89593023256,26548.20148648648,26380.922835693327,9762.951162790692,9400.60810810811,9385.019395493331,8307.926395348837,8109.344594594591,7914.962762133335,27593.916796034777,25399.58894707437,18557.580519658193,11796.890370213505,9485.604645357424,5624.432651405564,10611.908874743127,8422.119235745009,4876.92728191173,2.2,0.0,2.6666666666666665,130.3480181818182,0.0,104.14639666666667,48151.43800422222,32173.164369166665,31529.823432782603,3977.6662778333334,132.9999861022222,704135.5443515555,2541237.76644125,,,,12633104.709616251,6101028.02054375,,,,,,,1333.856985385714,,,,20914.8691004375,574.649989697,19679.18029946818,41008.99559880385,,,,150112
150113,Community Hospital Anderson,1515 N Madison Ave,Anderson,IN,46011,"Community Health
Network",N,3,2308,5.99,1.94,309,292.23,123,2.85,1.07,267,21132,8.84,3,117,295%,354%,294,8.23,2.48,0.61,0.52,,35.425925925925924,34.76923076923077,36.734693877551024,29334.52592592593,34308.55403846154,28047.763520408163,9952.342037037039,10794.833653846155,9302.678500836735,8724.910185185186,9368.359615384617,7923.563625000002,50573.55810012835,38804.18059378034,24309.698981192043,7793.3397470046975,5520.40052384539,4158.984764870479,6686.478405541282,4583.203926627212,3473.3444877055235,,5.0,1.625,,732.4818355555534,134.53788858695626,10071.799743079999,2071.6666666666665,20369.0,54503.485102499995,19704.996661,,208836.99965755,,154113.2336475,19057.99963615,160475.97944999998,57587.9904965,,,,,,,,,,20797.55390501111,1056.9999250866667,,75818.82539041333,6045.9990368,,,,150113
150115,"Memorial Hosp & Health Care
Ctr",800 W 9th St,Jasper,IN,47546,"Little Company of
Mary Hospital and
Health Care Centers",N,5,5847,10.53,4.1,257,227.55,155,2.45,1.12,219,15150,12.98,5.22,145,243%,286%,249,11.38,4.11,1.59,1.1,,35.82692307692308,33.479166666666664,31.647058823529413,18889.933846153846,21848.276875,24247.686123607848,8049.048076923078,8598.085,8720.572675215686,6815.702500000001,7292.481458333333,7402.936246568625,25378.874472394815,21089.287918705137,13191.916673182079,10655.140818547145,7214.016561012496,3927.301263268191,9533.647466455375,6230.495528170777,3262.0151773613375,0.0,0.0,0.0,0.0,0.0,0.0,,204837.124995,,15520.329633166664,10440.42588813286,,,,,,,,,,,,,,,,,,4025.6240112462506,,982.2497658249999,,,,,150115
150125,Community Hospital,901 Macarthur Blvd,Munster,IN,46321,"Community
Foundation of
Northwest",N,4,1701,3.57,1.25,285,268.44,63,1.59,0.65,243,17200,5.16,1.91,124,261%,322%,271,4.77,1.59,0.39,0.32,,43.27167630057804,41.91017964071856,39.72049689440994,43395.020462427754,43562.03353293411,43814.8697572174,12490.59034682081,11877.897544910178,11798.361371285722,10899.996936416183,10434.010179640716,10323.051301633539,41776.05884740592,35563.373395131246,24685.28055439867,12083.912278030404,9098.319690288554,5628.184588876371,10899.545208772308,8033.4737916698,4871.272657091135,0.0,2.7,0.8214285714285714,0.0,136.470226666666,48.83400869565214,15739.9962225476,3666358.7197550833,,23777.21279848445,36157.02960342131,1090343.5714324666,1119795.73305,79925.96565075,,,260031.65322392996,109529.7871097382,54573.643459683335,24093.490476466668,,,,4322.069838435715,4350.998091120001,,,,,,13493.496782999999,30110.491503999998,,,,150125
150126,Franciscan Health Crown Point,1201 S Main St,Crown Point,IN,46307,Franciscan Health,N,4,860,1.73,0.61,282,267.16,41,0.87,0.39,222,30742,2.6,1.01,153,244%,305%,258,2.34,0.83,0.26,0.17,,33.48148148148148,36.28358208955224,33.267605633802816,30231.282098765438,35883.83059701492,37810.29382802815,8675.525061728398,9786.391194029853,9780.699735901408,7363.978518518517,8482.55746268657,8509.286015760561,54228.3789058523,39842.934145169,24536.895732458914,13612.316974117644,8517.857689460656,4836.627043238542,12419.087915294116,7514.858378263606,4128.243608983933,0.0,3.857142857142857,0.7777777777777778,0.0,186.46698518518429,75.77437777777777,,380577.52380655997,184665.67702714287,,16639.16375051667,591633.0,1353062.3333333333,,158400.12628366667,78739.99046816667,2623788.619175,959071.103425,,,,,,2843.3748367999997,1578.4164210624997,,,,190214.937428,,391587.51751999994,17190.613942284614,,,47826.784971258996,150126
150128,Community Hospital South,"1402 E County Line Rd
S",Indianapolis,IN,46227,"Community Health
Network",N,4,4127,13.53,3.7,366,351.84,395,9.99,3.35,298,22323,23.52,7.05,116,335.50748656,429%,334,22.02,5.75,1.51,1.3,,31.130434782608695,29.365853658536587,33.23076923076923,42240.626521739134,42497.121829268275,42683.95640102562,9836.079710144928,9929.699512195124,9661.081912192303,8235.760434782609,8173.247073170724,7692.973214410257,60437.764869262675,54702.02032297693,36201.020417662374,11019.942706018765,8896.604824052218,5784.15755075663,9851.555075000922,7816.488292658257,5004.574182503246,0.0,0.0,1.0,0.0,0.0,78.28636859504127,8227.331858822223,5412.9995825999995,,,,,91694.0,,,,362650.0,121122.0,,,,,,,,,,,1265229.0,,,8884.332926666668,,,,150128
150133,Kosciusko Community Hospital,2101 E Dubois Dr,Warsaw,IN,46580,"Community Health
Systems",N,2,356,0.81,0.25,324,299.47,18,0.31,0.11,270,19841,1.12,0.36,122,313%,384%,307,1.02,0.28,0.1,0.08,,22.82857142857143,24.548387096774192,22.791666666666668,43607.364571428574,47629.63064516129,54940.136795833336,6139.682,6414.485483870968,7375.3199804999995,4978.767428571429,5157.31064516129,5633.8105419583335,,39108.05799207993,26901.097146900152,,3220.6157859736068,2308.039434045999,,2524.1357859736067,1824.4921747953385,,0.0,0.0,,0.0,0.0,556.3330445196667,,4985.49881135,45742.58574903001,39096.74071471,760517.81868,173661.67654974997,,,,1950425.592590357,325484.7591995643,274583.69736307,41117.63642588999,,,,,,,,,2690.856356947143,-367.99991224999997,11576.7471289375,2591.2493821875,,,,150133
150146,"Community Hospital Of Noble
Cty  Inc",401 Sawyer Rd,Kendallville,IN,46755,"Parkview Health
System",N,4,214,0.57,0.1,563,521.71,,,,,,,,,,690%,,,,,,,22.0,22.285714285714285,28.416666666666668,23297.947058823524,26633.59142857143,23989.190652499998,6974.003529411763,7329.360714285714,7601.875371583334,5831.130588235294,6109.860714285714,5882.495814416667,,27955.446808296405,19162.90122952483,,3241.003455497385,2292.7970149792955,,2577.822120418845,1809.1940891865556,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150149,Deaconess Womens Hospital,4199 Gateway Blvd,Newburgh,IN,47630,"Deaconess Health
System",N,5,1237,3.42,1.47,232,223.21,249,3.6,7.85,46,19590,7.02,9.33,107,42%,272%,75,6.11,8.48,0.91,0.85,,,,,,,,,,,,,,13311.2665853658,20291.5288560358,15914.548769587436,3410.71121951219,4435.01606060606,3554.282321735829,2523.73146341463,3475.4327272727264,2778.4296342358284,,,0.0,,,0.0,104962.0,39343.28489482857,,360641.64189460006,6953.9973673,,2169418.0,,,,,,3496.0,1545.0,,,,,,,,,,,5828.9989084,,,,,150149
150150,Dupont Hospital,2520 E Dupont Rd,Fort Wayne,IN,46825,"Community Health
Systems",N,4,1220,5.09,1.48,344,298.5,115,1.69,0.81,208,19630,6.78,2.29,123,237%,401%,296,6.17,1.8,0.61,0.49,,17.214285714285715,21.46153846153846,20.384615384615383,43435.01714285715,69343.56615384613,47487.12185307692,9264.519285714287,11855.196923076925,8658.182985769232,7836.084999999999,9838.58,7072.704293846153,73298.26672916987,63837.07039760367,50779.46218134232,10663.618884150512,7319.222673745298,5286.1635552184425,9501.21252361221,6293.632248179816,4506.3490007186565,0.0,9.4,5.642857142857143,0.0,317.09538893617,179.2128613843343,5697.4993208000005,-242.4999711,15837.98962321,63022.970328400006,576.99993121275,,286542.18687023333,1255800.850295,,,6037698.334051588,1346574.4962062116,7248251.533446667,1468779.9814733332,,,,3029.399270222,,,,,,,16348.662614675666,18591.24481875,,,,150150
150153,St. Vincent Heart Center,10580 N Meridian St,Indianapolis,IN,46290,Ascension Health,N,5,413,2.81,0.97,290,247.42,81,5.12,1.54,333,22649,7.93,2.51,122,355%,311%,316,7.63,2.25,0.31,0.25,,57.6578947368421,54.1578947368421,59.333333333333336,86559.25473684212,82381.21815789472,87279.71425666667,20210.152631578952,18775.11,20830.54120339393,18292.430000000004,17203.820789473684,18863.336065424246,45222.796413541015,43674.792094569,45978.27645996905,13666.927222696675,12318.141801353417,11805.96656389425,12456.49942655207,11167.107859353677,10655.676201140212,0.0,0.0,2.857142857142857,0.0,0.0,160.93986999999998,,,,,8251.747371949612,142478.63269733332,,,,,,,,,,,,,,,,,133.9999146205,,,84567.97952114858,,,,150153
150157,St. Vincent Carmel Hospital,13500 N Meridian St,Carmel,IN,46032,Ascension Health,N,4,3425,11.86,3.15,376,370.49,458,10.3,4.02,256,22237,22.16,7.17,106,308%,447%,309,20.41,5.53,1.75,1.64,,26.846153846153847,30.115384615384617,27.333333333333332,43373.21846153847,46966.73115384614,39550.587320000006,10078.941923076924,11289.281538461537,9801.81824825,8457.999615384615,9723.438846153846,8351.322173,49094.3245454545,27670.2052650806,30285.054175789337,7344.18,3505.276867804928,3397.1379309118843,6084.18,2783.44767908351,2739.031305147335,,16.0,5.5,,1050.97988333333,999.6320727272699,148670.10128700003,105040.64162222094,,,1787.5995224580001,,126470.70067600001,,,,145273.71536375,49370.238229099996,,,,,,1481.9369698299997,,,,,,,,13043.330223566669,,,,150157
150158,Iu Health West Hospital,"1111 N Ronald Reagan
Pkwy",Avon,IN,46123,"Indiana University
Health",N,5,4357,11.78,3.55,332,310.76,245,4.85,1.61,301,22890,16.63,5.16,142,331%,374%,322,15.36,4.26,1.28,0.9,,32.63461538461539,32.872727272727275,32.870370370370374,44603.42288461537,44379.58054545454,42962.822252222235,9487.353653846154,8840.037090909089,8489.610828796298,7930.942115384618,7495.927272727273,7007.114335055554,69955.81968072278,53193.00692964981,36768.71534635115,12723.945298779183,6927.958977313975,4645.3158339838155,11539.588204112228,5931.237932613709,3883.9839021543994,0.0,0.0,0.0,0.0,0.0,0.0,,,,210932.1942089,,38339.49756699334,,,,,20702536.0,3675166.0,,,,,,,767.9998760333333,,,,,,3254.24986355,,,,,150158
150160,"Indiana Orthopaedic Hospital
Llc",8400 Northwest Blvd,Indianapolis,IN,46278,Independent (IPPS),N,,3454,17.18,8.21,209,216.34,249,8.21,4.33,190,14460,25.39,12.54,119,214%,240%,202,21.63,9.38,3.75,3.16,,113.375,100.27272727272727,98.3,43243.32625,52249.59818181819,50095.641752,16096.707499999999,18830.40090909091,18470.479447800004,13251.88875,16609.776363636363,14936.3504133,28626.453999999998,26307.39123600417,13586.171121993513,10050.13,7169.29900424333,3188.146938395251,8790.13,5980.04557748537,2600.807543878603,0.0,0.0,0.0,0.0,0.0,0.0,,,,29562.1973458,18629.0,,,,,,,,,,,,,,,,,,,,,,,,,150160
150161,Iu Health North Hospital,11700 N Meridian St,Carmel,IN,46032,"Indiana University
Health",N,5,6354,17.01,5.18,329,319.26,798,17.81,6.37,280,24184,34.83,11.55,133,320%,372%,302,31.8,9.27,3.03,2.28,,29.25925925925926,27.9375,29.789473684210527,53841.29074074075,49505.63187499999,52542.77103210526,12761.184814814813,11227.127500000004,11152.713926657894,9804.15925925926,8608.335,9029.83779694737,59583.432916666636,39890.491856845605,35626.59247939849,9179.007037037038,4666.969736493397,5220.229693856107,8044.6375925925895,3779.533544263885,4489.376010928218,11.0,17.6,6.454545454545454,1316.01081818181,1271.565135187639,469.9743076748339,,,54914.16269983334,11358.331749333332,34487.166449050004,167224.7970034,,,,13.333330270933333,9446354.666666666,2588643.3333333335,,,,,,4569.4994037999995,,,5494.9991732625,,,,9514.999039876,,,,,150161
150162,"St. Francis Hospital & Health
Center",8111 S Emerson Ave,Indianapolis,IN,46237,Franciscan Health,N,2,10251,33,10.87,304,285.64,657,20.33,6.67,305,25898,53.34,17.54,117,343%,347%,304,49.6,14.35,3.74,3.19,,45.392857142857146,43.70945945945946,44.913333333333334,54671.40985714283,59306.551689189204,68373.2846711333,14324.061357142853,14222.395945945947,15649.018878066674,12784.257500000009,12661.298716216215,13495.465614406663,59047.682120261554,50125.49010492429,35451.27426942308,13176.108034424224,9997.261635584731,6384.116589709187,11972.75641964422,8912.641804367204,5581.175530003628,0.0,3.0,3.909090909090909,0.0,106.4654721763082,197.1841305560136,,,10752.0,374539.5636014286,54566.27783757143,17382.0,,,,,4010200.3726,1436754.4767,,,,,,4067.9992658399997,12461.229750069233,,6771.768480807693,,,213.33332932,,73300.71034728571,,,,150162
150165,Franciscan Health Munster,701 Superior Ave,Munster,IN,46321,Franciscan Health,N,3,281,0.69,0.24,289,272.77,,,,,,,,,,315.88781148,,,,,,,18.8,18.09090909090909,25.3,25628.542,27486.852727272726,31411.503787499998,7843.064,7285.140909090908,8032.267122999998,5918.864,6178.951818181818,6708.650191149999,52323.9946153846,24967.79672289558,16697.47697551411,9600.38846153846,4579.903691919188,2803.853177601847,8337.46,3755.548278787872,2235.7506411658983,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150166,Pinnacle Hospital,9301 Connecticut Dr,Crown Point,IN,46307,Independent (IPPS),N,4,58,0.11,0.05,240,225.76,,,,,,,,,,262%,,,,,,,21.0,25.5,25.875,93606.664,81450.82833333332,138884.13680375,21431.108,18263.436666666665,26795.249474124998,18413.384,15310.266666666665,23208.438759624998,,22613.203943630375,14745.680097212882,,3585.5194637161076,2551.0503467029216,,2844.210416666665,2027.1448791342575,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150167,Orthopaedic Hospt.At Parkview,"11130 Parkview Circle
Dr",Fort Wayne,IN,46845,"Parkview Health
System",N,,350,4.54,1.12,407,406.91,70,4.5,1.22,368,26662,9.04,2.34,80,463.33185545,553%,387,8.52,1.69,0.52,0.65,,122.0,160.2,107.25,88353.48166666667,88150.666,121435.33602750002,18326.761666666665,16329.322,26046.97415,13885.203333333333,13495.107999999998,18943.814311750004,56243.304999999906,52577.3227602905,27083.405930146677,9638.32,6589.561517352704,3307.59612599795,8378.32,5422.87267554479,2692.949970038489,0.0,0.0,0.0,0.0,0.0,0.0,8325.5,,,,,,,,,,16081921.882166667,2908520.5671166666,,,,,,,,,,,,,,,,,,150167
150168,"Lutheran Musculoskeletal
Center",7952 W Jefferson Blvd,Fort Wayne,IN,46804,"Community Health
Systems",N,,321,2.81,1.09,259,242.33,57,1.84,0.88,209,14170,4.65,1.97,90,239%,319%,236,4.23,1.5,0.41,0.46,,65.63636363636364,79.4,84.44444444444444,91335.60454545455,103637.70999999999,109197.37137222222,14574.047272727272,14974.367000000002,15783.739767444444,12004.227272727272,12564.938,12347.732025777777,59031.431578947304,56200.64634648006,28571.756693258456,9638.32,6621.62003338181,2988.6088645792292,8378.32,5451.817704531677,2431.876140269479,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,87796.6656678,,,,936619.0798879091,130386.72430736362,1131266.0,193543.0,,,,,,,,,,,,,,,,150168
